baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_name
732.07	0.61	0.42	1.45	0.148	0.247	FRAT1
4486.1	0.37	0.26	1.45	0.148	0.247	CAPZA1
1400.8	-0.74	0.52	-1.44	0.149	0.249	GGNBP2
418.8	-0.54	0.38	-1.44	0.151	0.251	HIST2H4B
84.29	1.15	0.8	1.44	0.151	0.251	SNORD3C
2913.7	0.27	0.19	1.44	0.151	0.251	CLTC
1156.76	-0.43	0.3	-1.44	0.151	0.251	ZFAND6
862.84	0.42	0.3	1.43	0.152	0.252	KHDRBS1
373.17	0.86	0.6	1.43	0.152	0.253	IGKV3-11
1081.27	0.47	0.33	1.43	0.153	0.253	MAP2K2
23479.48	0.38	0.27	1.43	0.153	0.253	H3F3B
448.18	0.78	0.54	1.43	0.153	0.254	SNORA63D
1511.41	-0.42	0.3	-1.43	0.153	0.254	ATP9B
3958.13	-0.57	0.4	-1.43	0.154	0.255	PIM3
522.08	0.83	0.58	1.43	0.154	0.255	IGLC1
783.94	0.45	0.31	1.42	0.154	0.256	CUL4B
78.37	0.9	0.63	1.42	0.154	0.256	RF00092
27888.68	0.33	0.23	1.42	0.155	0.256	PTPRC
680.35	-0.73	0.51	-1.42	0.155	0.256	GNG10
376.08	0.98	0.69	1.42	0.155	0.256	HMG20B
1050.52	0.41	0.29	1.42	0.155	0.256	SUPT4H1
810.86	0.44	0.31	1.42	0.156	0.257	RANBP9
313.49	0.59	0.42	1.42	0.156	0.257	MAD2L1BP
278.64	-0.72	0.51	-1.41	0.157	0.259	POLB
269.18	0.65	0.46	1.41	0.158	0.26	SARNP
7266.01	-0.56	0.4	-1.41	0.158	0.26	SERPINA1
3753.23	0.62	0.44	1.41	0.159	0.26	CTNNB1
2799.21	-0.72	0.51	-1.41	0.159	0.26	GCA
2468.16	0.29	0.2	1.41	0.159	0.261	CSNK1A1
131.56	0.58	0.41	1.41	0.159	0.261	AC016888.1
77.21	0.83	0.59	1.41	0.16	0.261	SNORA59B
610.85	0.88	0.62	1.41	0.16	0.261	C1GALT1
4309.22	0.57	0.41	1.41	0.16	0.261	BTF3
4412.08	-0.6	0.43	-1.41	0.16	0.262	PIM2
2291.27	0.38	0.27	1.41	0.16	0.262	PPP1R2
1615.58	0.63	0.45	1.4	0.16	0.263	C11orf58
2558.53	0.48	0.34	1.4	0.161	0.263	ADAM19
1516.72	0.36	0.26	1.4	0.161	0.263	TRIM33
3473.41	-0.41	0.29	-1.4	0.162	0.264	EVI2B
619.68	0.62	0.44	1.4	0.162	0.264	TMEM243
12164.63	0.46	0.33	1.4	0.162	0.264	CSDE1
5215.72	-0.42	0.3	-1.4	0.162	0.265	CELF2
652.83	0.51	0.37	1.4	0.163	0.266	CYP4V2
1539.84	0.42	0.3	1.39	0.164	0.267	PAFAH1B2
864.76	0.43	0.31	1.39	0.164	0.267	DNAJB14
7260.5	0.36	0.26	1.39	0.164	0.267	PRKCB
3058.13	-0.45	0.32	-1.39	0.165	0.268	AGTPBP1
1981.38	-0.37	0.27	-1.39	0.165	0.268	HERC3
4275.7	-0.46	0.33	-1.39	0.165	0.268	SDCBP
4679.32	0.49	0.35	1.39	0.165	0.269	ATP5F1E
4600.68	0.52	0.37	1.38	0.166	0.27	ZNF207
6.74	0.91	0.66	1.38	0.168	0.272	RF01210
1189.52	0.49	0.36	1.38	0.169	0.273	CAPRIN1
645.02	0.45	0.32	1.38	0.169	0.273	BLOC1S2
20.33	1.08	0.79	1.37	0.169	0.274	SNORD116-6
8068.09	0.43	0.32	1.37	0.17	0.274	TAGAP
3567.22	-0.34	0.25	-1.37	0.17	0.274	ATP2B1
10.56	1.01	0.74	1.37	0.17	0.275	SNORA36A
1008.65	0.54	0.39	1.37	0.171	0.275	C19orf38
530.71	0.84	0.61	1.37	0.171	0.276	LCN2
3980.77	-0.56	0.41	-1.37	0.172	0.278	CDC42EP3
908.54	-0.44	0.32	-1.36	0.172	0.278	AL590867.1
2007.85	0.41	0.3	1.36	0.173	0.279	MAP3K5
4126.99	-0.6	0.44	-1.36	0.173	0.279	ANPEP
4914.13	0.52	0.38	1.36	0.174	0.28	NKTR
5594.32	0.42	0.31	1.36	0.174	0.28	IL17RA
1052.74	0.49	0.36	1.36	0.174	0.281	CAPZB
2153.81	-0.35	0.26	-1.36	0.175	0.282	RF00017
359.84	0.71	0.53	1.36	0.175	0.282	TIMM23
9393.89	-0.34	0.25	-1.35	0.176	0.283	NMNAT3
153	0.77	0.57	1.35	0.177	0.284	AC026979.2
480.59	0.69	0.51	1.35	0.177	0.284	FDFT1
2519.25	0.33	0.24	1.35	0.178	0.285	PPP1R12A
2456.32	0.75	0.56	1.34	0.179	0.286	HLA-DMB
359.79	0.61	0.45	1.34	0.179	0.286	C18orf32
1217.35	-0.42	0.31	-1.34	0.179	0.286	FSIP2
6.49	0.95	0.71	1.34	0.179	0.286	SNORD83A
13225.18	-0.48	0.36	-1.34	0.179	0.287	ZFP36
1336.27	-0.93	0.69	-1.34	0.18	0.287	PNP
4657.39	0.71	0.53	1.34	0.181	0.288	SNORA81
1097.25	0.56	0.42	1.34	0.181	0.288	SNORA71A
1626.45	0.5	0.37	1.34	0.181	0.288	STK17A
658.73	0.6	0.45	1.34	0.182	0.289	VPS28
4091.99	0.32	0.24	1.34	0.182	0.289	SP1
750.76	0.51	0.38	1.34	0.182	0.289	DERL1
193.84	0.92	0.69	1.33	0.182	0.29	IGHV4-34
1142.85	0.56	0.42	1.33	0.183	0.29	MIS18BP1
4936.7	0.5	0.37	1.33	0.184	0.292	WDR1
2646.58	0.4	0.3	1.33	0.184	0.292	THRAP3
3991.02	-0.55	0.41	-1.33	0.184	0.292	H2AFY
1584.88	0.37	0.28	1.33	0.185	0.294	DNAJA2
343.13	0.47	0.36	1.32	0.185	0.294	CCDC57
1446.9	0.53	0.4	1.32	0.185	0.294	TCP1
1497.04	0.51	0.38	1.32	0.185	0.294	AP2B1
521.37	-0.62	0.47	-1.32	0.186	0.294	SIVA1
424.19	0.7	0.53	1.32	0.186	0.295	RN7SL4P
113.42	0.75	0.57	1.32	0.188	0.297	SLIRP
11674.58	0.33	0.25	1.31	0.189	0.298	AKAP13
1293.14	-0.37	0.28	-1.31	0.189	0.299	AC022929.2
4189.03	0.32	0.24	1.31	0.19	0.3	GRB2
713.48	0.67	0.51	1.31	0.19	0.3	IFI6
8.35	-0.95	0.72	-1.31	0.19	0.3	RNY1P10
11527.34	-0.51	0.39	-1.31	0.191	0.301	PLEK
1371.39	-0.33	0.25	-1.31	0.192	0.302	HSH2D
2484.21	-0.3	0.23	-1.31	0.192	0.302	RBM5
1534.37	-0.38	0.29	-1.31	0.192	0.302	SAMD12
5643.75	-0.31	0.24	-1.3	0.193	0.304	PIGN
1664.46	-0.36	0.28	-1.3	0.193	0.304	AC007998.4
5570.53	-0.52	0.4	-1.3	0.193	0.304	IER2
107.6	0.76	0.59	1.3	0.193	0.304	RN7SKP71
828.51	0.77	0.59	1.3	0.193	0.304	USP10
6321.55	0.51	0.39	1.3	0.193	0.304	ITGAM
416.61	0.53	0.41	1.3	0.195	0.306	NMT2
2445.88	0.47	0.36	1.3	0.195	0.306	PRPF4B
5003.98	0.38	0.29	1.3	0.195	0.306	TPR
1035.82	-0.43	0.33	-1.29	0.195	0.307	RAB5A
1606.19	0.5	0.39	1.29	0.196	0.308	PCMTD1
1241.4	0.37	0.29	1.29	0.197	0.309	RGS19
15006.72	-0.5	0.39	-1.29	0.198	0.31	VSIR
1585.26	-0.42	0.33	-1.29	0.198	0.31	UBALD2
2836.93	0.4	0.31	1.29	0.199	0.311	KHNYN
851.29	0.56	0.44	1.28	0.199	0.311	EIF1AX
4129.48	0.33	0.26	1.28	0.2	0.312	SASH3
4370.36	-0.41	0.32	-1.28	0.201	0.313	IER5
18.9	-0.75	0.59	-1.28	0.201	0.314	RF00402
1106.36	-0.49	0.38	-1.28	0.202	0.315	SELENOK
1492.68	0.42	0.33	1.27	0.203	0.316	MFSD14A
2797.9	0.59	0.46	1.27	0.203	0.316	TUBA4A
799.48	0.34	0.27	1.27	0.203	0.316	CSNK2B
3217057.43	0.45	0.36	1.27	0.203	0.316	RN7SL2
2561.15	-0.49	0.38	-1.27	0.204	0.318	NCF4
17023.99	-0.4	0.32	-1.27	0.204	0.318	DDX3X
3948.64	0.37	0.29	1.27	0.204	0.318	OGFRL1
929.59	0.39	0.31	1.27	0.205	0.318	SUMO1
930.97	0.88	0.69	1.27	0.205	0.319	GSAP
39065.85	0.28	0.22	1.27	0.205	0.319	UBC
2483.48	0.28	0.22	1.26	0.206	0.32	RNF169
1397.2	0.76	0.6	1.26	0.206	0.32	SNORD3B-1
2279.13	0.47	0.37	1.26	0.206	0.32	MFN2
9821.04	-0.41	0.33	-1.26	0.206	0.32	PNRC1
90.95	0.74	0.59	1.26	0.208	0.322	RNU5D-1
2063.05	0.51	0.41	1.26	0.209	0.323	GTF2IP4
822.28	0.69	0.55	1.26	0.209	0.324	FAM192A
1368.02	0.87	0.7	1.26	0.209	0.324	KRR1
4775.97	0.36	0.29	1.25	0.21	0.325	SFT2D2
302.66	-0.52	0.42	-1.25	0.211	0.326	NAV3
2312.14	0.31	0.24	1.25	0.212	0.327	RAD21
3114.12	0.32	0.25	1.25	0.212	0.327	MAP3K3
1877.33	-0.44	0.35	-1.25	0.212	0.328	STXBP2
853.35	-0.65	0.52	-1.25	0.213	0.329	DCAF8
829.83	0.39	0.31	1.24	0.213	0.329	RBM34
3776.83	0.5	0.4	1.24	0.214	0.329	HIST1H2BC
8335.64	0.31	0.25	1.24	0.214	0.33	HNRNPA2B1
2768.24	0.3	0.24	1.24	0.215	0.331	VCPIP1
2772.7	0.38	0.3	1.24	0.215	0.331	DNAJB6
1469.55	-0.57	0.46	-1.24	0.215	0.331	RALB
2440.18	-0.25	0.2	-1.24	0.215	0.331	PPM1F
6371.67	-0.84	0.68	-1.24	0.216	0.332	SLC11A1
57.92	0.68	0.55	1.24	0.216	0.332	SNORA58B
9.63	0.9	0.73	1.24	0.216	0.332	AC008739.3
622.42	-0.82	0.66	-1.24	0.216	0.332	PIGC
23834.83	-0.47	0.38	-1.24	0.217	0.332	SRGN
1814.27	-0.29	0.23	-1.23	0.217	0.333	PAN3
2585.56	-0.46	0.37	-1.23	0.217	0.333	MEFV
1681.21	-0.49	0.39	-1.23	0.217	0.333	FAM126B
3246.2	0.33	0.27	1.23	0.217	0.333	HNRNPUL1
2583.37	-0.44	0.36	-1.23	0.221	0.337	PLEKHO2
281.15	0.5	0.41	1.22	0.221	0.337	DPM1
1922.28	-0.36	0.29	-1.22	0.221	0.338	ARHGDIA
2613.41	-0.54	0.44	-1.22	0.223	0.34	KAT2B
2145.84	-0.58	0.48	-1.22	0.223	0.34	HEMGN
8917.62	-0.3	0.24	-1.22	0.224	0.341	OLMALINC
439.1	0.44	0.36	1.22	0.224	0.341	GINM1
626.33	0.39	0.32	1.22	0.224	0.341	BUD31
2981.79	0.28	0.23	1.21	0.225	0.342	PPP2R5C
137.15	-0.57	0.47	-1.21	0.225	0.342	SLC38A6
4876.73	-0.38	0.31	-1.21	0.225	0.342	VMP1
2209.26	-0.49	0.4	-1.21	0.225	0.342	S100A11
989.07	-0.36	0.3	-1.21	0.225	0.342	ASTN2
142.18	0.8	0.66	1.21	0.226	0.343	IGHV1-18
2762.16	0.25	0.2	1.21	0.226	0.343	STAG2
1015.43	-0.36	0.3	-1.21	0.227	0.344	SRPK2
1751.43	0.34	0.28	1.21	0.228	0.345	DNAJC3
1521.09	-0.48	0.4	-1.21	0.228	0.345	STK40
103.49	0.76	0.64	1.2	0.23	0.347	SNORA80D
3990.57	0.27	0.23	1.2	0.23	0.348	ACAP2
2146.59	-0.36	0.3	-1.2	0.231	0.348	LRRC25
160.41	0.54	0.45	1.2	0.231	0.349	RAB3GAP1
717.29	0.4	0.34	1.2	0.231	0.349	MMADHC
151.9	0.73	0.61	1.2	0.231	0.349	AC135050.6
335.98	0.75	0.63	1.19	0.233	0.351	WDR74
2308.34	0.34	0.28	1.19	0.234	0.353	FAM120A
1470.01	-0.3	0.25	-1.19	0.234	0.353	DDX39A
6113.91	0.65	0.55	1.19	0.235	0.354	IGKC
1021.94	0.4	0.33	1.19	0.235	0.354	OTUD1
678.18	-0.85	0.72	-1.18	0.236	0.355	FBXO9
1031.06	0.38	0.32	1.18	0.237	0.357	TIGD1
90.44	0.62	0.53	1.18	0.237	0.357	TYW1
14.54	0.7	0.59	1.18	0.238	0.357	RNU1-122P
728.31	0.53	0.45	1.18	0.238	0.357	CHTOP
420.47	0.64	0.55	1.18	0.239	0.358	SCARNA3
2193.06	0.3	0.26	1.18	0.24	0.36	WASHC4
6450.58	-0.75	0.64	-1.17	0.241	0.361	MPP1
26.56	0.92	0.78	1.17	0.242	0.362	SNORA1
2826.2	-0.43	0.37	-1.17	0.242	0.362	TP53INP1
1507.93	-0.59	0.5	-1.17	0.242	0.362	LGALS3
33.75	-0.86	0.74	-1.17	0.242	0.363	SNORD12B
148.37	-0.58	0.49	-1.17	0.243	0.363	AC007333.2
3656.03	-0.31	0.27	-1.17	0.243	0.364	UBR2
1144.77	-0.31	0.27	-1.17	0.243	0.364	ORC6
664.66	0.58	0.49	1.17	0.244	0.364	BLCAP
480.15	-0.39	0.34	-1.16	0.245	0.365	AC026316.4
487.21	0.73	0.63	1.16	0.245	0.366	HHEX
1351.93	-0.35	0.3	-1.16	0.246	0.366	SPOPL
2966.87	0.36	0.31	1.16	0.246	0.367	FGD3
70.7	0.71	0.62	1.16	0.246	0.367	RNU1-11P
64043.7	0.39	0.34	1.16	0.246	0.367	ACTB
1699.21	0.35	0.31	1.16	0.246	0.367	ARHGEF2
2096.25	0.33	0.28	1.16	0.247	0.368	SAMD9
918.79	-0.6	0.52	-1.16	0.247	0.368	NPIPB5
3505.85	-0.29	0.25	-1.16	0.247	0.368	MSL1
58.2	0.65	0.56	1.16	0.247	0.368	RN7SKP255
4042.57	-0.43	0.37	-1.16	0.247	0.368	CCNI
646.69	-0.48	0.41	-1.16	0.248	0.368	PNPT1
573.67	0.62	0.53	1.15	0.248	0.369	UPK3BL1
509.43	0.47	0.41	1.15	0.249	0.37	CKLF
1033.77	0.34	0.3	1.15	0.249	0.37	RAB18
3808.46	-0.42	0.37	-1.15	0.25	0.371	ASAH1
87.15	0.62	0.54	1.15	0.25	0.371	ANKRD10-IT1
1012.42	0.37	0.32	1.14	0.253	0.375	RAB14
5641.55	-0.32	0.28	-1.14	0.254	0.375	EFHD2
30318.74	0.58	0.51	1.14	0.254	0.376	S100A8
6985.4	-0.38	0.33	-1.14	0.254	0.376	NBEAL2
1549.96	-0.77	0.68	-1.14	0.255	0.376	NFE2
605.53	0.51	0.45	1.13	0.257	0.379	PYCARD
6496.06	0.38	0.34	1.13	0.257	0.379	ARF1
2198.47	-0.62	0.55	-1.13	0.26	0.382	SNX3
3314.51	-0.24	0.21	-1.13	0.26	0.383	RNASET2
198.27	0.56	0.5	1.12	0.261	0.383	SVBP
2185.43	0.28	0.25	1.12	0.261	0.383	TRIM38
388.01	0.42	0.37	1.12	0.262	0.384	MAGOH
45.39	0.6	0.54	1.12	0.262	0.385	AL451165.2
1729.55	-0.71	0.64	-1.12	0.263	0.386	CNPPD1
469.48	-0.49	0.44	-1.12	0.264	0.387	AL356599.1
1508.12	-0.33	0.3	-1.12	0.264	0.387	TNFRSF14
1701.56	0.62	0.56	1.11	0.266	0.389	SNORD3B-2
8388.2	0.48	0.44	1.11	0.266	0.389	GNAS
2858.7	-0.48	0.43	-1.11	0.267	0.39	UBE2H
2862.2	0.58	0.52	1.11	0.268	0.391	HK1
227279.96	0.31	0.28	1.11	0.268	0.392	RF00004
2017.49	-0.52	0.47	-1.11	0.269	0.392	GABARAPL2
95.72	0.55	0.5	1.11	0.269	0.392	PIGHP1
4616.01	-0.35	0.32	-1.1	0.269	0.393	GNA13
81.03	0.7	0.63	1.1	0.271	0.395	TPK1
7391.05	0.26	0.24	1.1	0.272	0.396	PECAM1
1135.47	-0.31	0.28	-1.1	0.272	0.396	AL135905.2
20.59	-0.9	0.82	-1.1	0.273	0.396	MIR3945
24391.03	-0.36	0.33	-1.1	0.273	0.397	JUNB
1562.52	-0.63	0.57	-1.09	0.276	0.4	FAM117A
2326.62	0.32	0.29	1.09	0.276	0.4	RASSF3
1658.82	-0.64	0.59	-1.09	0.276	0.401	WWC3
3019.99	0.29	0.27	1.09	0.277	0.401	VAPA
7969.49	-0.61	0.56	-1.09	0.277	0.401	PIP4K2A
1288.23	0.31	0.29	1.09	0.277	0.402	ST8SIA4
645.1	-0.36	0.33	-1.08	0.278	0.403	AC124303.2
2224.26	-0.32	0.3	-1.08	0.278	0.403	STX11
1816.6	-0.3	0.28	-1.08	0.278	0.403	MORC4
2443.6	0.29	0.27	1.08	0.279	0.403	MFN1
3216.1	0.32	0.29	1.08	0.279	0.403	KDM7A
1180.16	0.3	0.27	1.08	0.279	0.403	MAPK6
115.31	0.54	0.5	1.08	0.279	0.404	AC015982.1
2680.69	0.33	0.31	1.08	0.28	0.405	GNAQ
4384.36	-0.27	0.25	-1.08	0.28	0.405	AC019322.4
3588.69	-0.27	0.25	-1.08	0.28	0.405	ANKRD13A
858	0.44	0.4	1.08	0.281	0.405	GOLGA7
436.58	0.58	0.54	1.08	0.281	0.406	RAD51-AS1
1071.65	0.76	0.71	1.08	0.282	0.406	IGLC3
61123.22	0.5	0.46	1.08	0.282	0.406	S100A9
208.73	-0.53	0.49	-1.08	0.282	0.407	TAF13
413.8	-0.44	0.41	-1.08	0.282	0.407	AC006557.6
187.08	-0.52	0.48	-1.07	0.283	0.408	AL157402.2
1758.14	-0.52	0.48	-1.07	0.284	0.409	ALOX5AP
1677.43	0.45	0.42	1.07	0.285	0.41	ATP6V0D1
2342.46	-0.26	0.24	-1.07	0.285	0.411	FAM53C
620.71	0.42	0.4	1.07	0.286	0.411	PSMD13
2290.41	-0.33	0.31	-1.07	0.287	0.412	C9orf72
1935.78	0.28	0.26	1.06	0.287	0.413	ITCH
1675.33	0.72	0.68	1.06	0.288	0.414	U2SURP
5574.22	0.26	0.25	1.06	0.288	0.414	ANKRD44
3201.02	0.27	0.26	1.06	0.289	0.414	SP3
1454.11	-0.39	0.37	-1.06	0.289	0.415	SNORD97
9264.51	-0.32	0.3	-1.06	0.289	0.415	UBE2D3
1050.14	0.47	0.45	1.06	0.289	0.415	LAT2
2138.19	0.38	0.36	1.06	0.29	0.415	MT-ND4L
192.1	0.66	0.63	1.06	0.29	0.415	IGHV4-59
7030.41	0.29	0.28	1.06	0.29	0.415	CD53
796.74	0.37	0.35	1.06	0.29	0.416	SLC38A9
7.22	0.81	0.76	1.06	0.291	0.417	SNORA71E
4010.29	0.62	0.59	1.05	0.291	0.417	STOM
4352.66	-0.52	0.49	-1.05	0.292	0.417	IRS2
198.14	0.43	0.41	1.05	0.292	0.418	AC009053.1
384.03	0.79	0.75	1.05	0.292	0.418	HACD2
501.6	0.56	0.53	1.05	0.293	0.419	VRK1
2744	0.32	0.3	1.05	0.294	0.42	CREBRF
3989.23	-0.37	0.36	-1.05	0.295	0.421	CLEC7A
1099.48	-0.3	0.29	-1.05	0.295	0.421	OR4F17
626.26	0.44	0.42	1.05	0.296	0.422	POLD4
2674.49	0.49	0.47	1.05	0.296	0.422	AP2M1
1105.42	-0.31	0.3	-1.04	0.297	0.423	REV3L
1829.71	0.36	0.34	1.04	0.297	0.424	EBLN3P
5153.8	-0.26	0.25	-1.04	0.297	0.424	TMEM45A
1829.42	0.34	0.33	1.04	0.299	0.425	LDHA
751.87	0.67	0.65	1.04	0.299	0.425	PUM1
884.63	0.37	0.36	1.04	0.299	0.425	PSMA6
1049.67	-0.3	0.29	-1.04	0.3	0.426	AC004687.1
6050.37	-0.26	0.25	-1.04	0.3	0.427	FAM241A
14244.7	0.27	0.26	1.03	0.302	0.428	RBM39
184.23	0.51	0.5	1.03	0.302	0.429	JKAMP
1079.78	0.4	0.39	1.03	0.302	0.429	NDUFV2
401.22	0.52	0.5	1.03	0.303	0.429	ISG15
1702.43	-0.53	0.51	-1.03	0.303	0.43	PIAS1
4282.66	0.28	0.28	1.03	0.303	0.43	FBXL5
1102.8	0.59	0.57	1.03	0.303	0.43	CST7
2923.56	0.37	0.36	1.03	0.303	0.43	UBE2J1
156.21	0.63	0.61	1.03	0.304	0.43	IGHV3-48
2988.06	0.33	0.32	1.03	0.304	0.43	SMCR8
846.39	0.4	0.39	1.03	0.305	0.431	IFT20
1583.16	-0.32	0.31	-1.02	0.307	0.433	CASC3
1215.8	0.37	0.36	1.02	0.307	0.433	HNRNPM
498.7	0.37	0.37	1.02	0.308	0.434	SCNM1
3380.96	-0.3	0.29	-1.02	0.308	0.435	WAC
1423.64	0.31	0.31	1.02	0.309	0.436	CSK
480.53	0.33	0.32	1.02	0.31	0.436	CHMP2B
1847.09	0.36	0.35	1.02	0.31	0.436	FBXO33
2024.49	-0.33	0.33	-1.01	0.31	0.437	RNF19A
100.85	0.69	0.68	1.01	0.311	0.437	THOC1
564.06	0.54	0.53	1.01	0.311	0.437	PDCD10
3069.58	0.36	0.36	1.01	0.312	0.438	HIPK3
9.8	-0.65	0.64	-1.01	0.313	0.44	SNORD12C
850.46	0.38	0.37	1.01	0.315	0.441	UGCG
258.59	-0.64	0.63	-1.01	0.315	0.441	SNORA40
997.76	0.48	0.48	1	0.316	0.443	ARRDC4
2025.27	0.25	0.25	1	0.317	0.443	EDEM1
5592.82	0.38	0.38	1	0.317	0.443	ZEB2
246.96	0.85	0.85	1	0.318	0.445	RER1
134.17	0.51	0.51	1	0.319	0.446	AL162632.1
1789.27	0.28	0.29	1	0.319	0.446	LRCH4
521.29	0.48	0.49	0.99	0.32	0.447	COPS3
14443.15	0.31	0.32	0.99	0.322	0.449	H3F3A
1117.11	-0.36	0.36	-0.99	0.322	0.449	CPQ
2404.76	0.36	0.37	0.99	0.323	0.45	ISCU
4309.16	-0.25	0.25	-0.99	0.323	0.45	UGDH-AS1
525.78	-0.84	0.85	-0.99	0.323	0.45	NUP88
11295.85	-0.42	0.42	-0.99	0.324	0.451	AC020916.1
1144.72	0.62	0.63	0.98	0.325	0.452	MAPK1IP1L
18880.4	-0.42	0.43	-0.98	0.325	0.452	TNFAIP3
1825.23	0.27	0.28	0.98	0.325	0.452	PPP2CA
1142.45	-0.28	0.29	-0.98	0.325	0.452	ADAMTSL3
6216.61	0.28	0.29	0.98	0.326	0.453	CLK1
3320.07	-0.31	0.32	-0.98	0.326	0.453	SKP1
64.26	0.52	0.53	0.98	0.326	0.453	SAP30L
310.99	0.6	0.61	0.98	0.326	0.453	SNORA72
1404.8	0.36	0.37	0.98	0.326	0.453	PSMD6
404.53	0.69	0.7	0.98	0.327	0.453	ZMPSTE24
1293.84	0.32	0.32	0.98	0.327	0.453	SYF2
177.43	0.7	0.71	0.98	0.328	0.455	IGKV1-33
3045.17	-0.33	0.34	-0.98	0.329	0.456	ATP6V0B
1276.56	-0.29	0.29	-0.97	0.33	0.456	TMEM212
426.87	0.37	0.38	0.97	0.33	0.456	MED21
5176.12	0.35	0.36	0.97	0.33	0.456	ZC3HAV1
33519.71	0.23	0.24	0.97	0.331	0.458	LCP1
2075.19	0.32	0.33	0.97	0.331	0.458	EML4
746.25	-0.3	0.31	-0.97	0.332	0.458	AC099550.1
146.41	0.73	0.75	0.97	0.332	0.458	MIR1248
11.12	-0.64	0.66	-0.97	0.332	0.459	RNU6-638P
4085.59	-0.55	0.57	-0.96	0.336	0.463	VNN2
11589.82	0.28	0.3	0.96	0.338	0.465	BTG1
454.23	0.41	0.43	0.96	0.339	0.466	NXT1
132.91	-0.58	0.6	-0.96	0.339	0.466	AL513314.2
5124.24	0.35	0.36	0.96	0.339	0.466	MT-ND1
964.94	-0.29	0.3	-0.96	0.339	0.466	CFAP54
1571.16	0.29	0.31	0.95	0.34	0.467	CTSC
1325.64	-0.44	0.46	-0.95	0.342	0.469	IFITM3
1669.93	0.33	0.35	0.95	0.342	0.469	PLEKHB2
502.81	-0.39	0.41	-0.95	0.343	0.47	AC015871.3
1894.98	-0.28	0.3	-0.95	0.343	0.47	TSC22D4
159.69	0.72	0.76	0.95	0.344	0.471	TMEM156
2556.13	-0.24	0.25	-0.94	0.345	0.473	B4GALT1
2534.01	-0.36	0.39	-0.94	0.345	0.473	NADK
105.22	0.47	0.5	0.94	0.345	0.473	AC093752.2
898.48	0.35	0.38	0.94	0.347	0.474	EAPP
322.06	-0.46	0.49	-0.94	0.347	0.474	AL118516.1
1804.58	-0.24	0.26	-0.94	0.348	0.476	FAM228B
2194.25	0.26	0.27	0.94	0.349	0.476	ENTPD4
1686.78	0.31	0.33	0.94	0.349	0.476	ZNF644
531.55	0.45	0.49	0.93	0.35	0.477	MTATP6P1
335.61	-0.58	0.62	-0.93	0.35	0.477	RGL4
8621.84	-0.24	0.25	-0.93	0.35	0.477	RASSF2
139.74	0.49	0.53	0.93	0.35	0.477	HIST1H3D
549.77	-0.39	0.42	-0.93	0.352	0.478	CHMP2A
1667.93	0.33	0.36	0.93	0.354	0.481	DNTTIP2
1934.36	0.33	0.35	0.93	0.354	0.481	CASP4
919.65	-0.29	0.31	-0.92	0.355	0.482	PPP4C
112.58	0.45	0.49	0.92	0.356	0.483	TRNAU1AP
373.68	0.62	0.67	0.92	0.356	0.483	IGKV3-15
808.29	0.47	0.51	0.92	0.357	0.483	MAP4K5
8058.81	-0.3	0.33	-0.92	0.358	0.485	SON
213.95	-0.37	0.41	-0.92	0.358	0.485	AC007342.4
7312.02	0.22	0.24	0.92	0.358	0.485	ACTR3
21645.27	-0.25	0.28	-0.92	0.358	0.485	CCNL1
1051.59	0.26	0.29	0.92	0.36	0.487	MTMR6
3966.16	0.23	0.26	0.91	0.361	0.487	DBNL
190.43	0.59	0.65	0.91	0.361	0.488	IGHV3-7
2432.35	-0.23	0.25	-0.91	0.362	0.489	WDPCP
3496.77	0.22	0.25	0.91	0.363	0.489	PIK3AP1
6208.49	-0.28	0.31	-0.91	0.364	0.49	TCIRG1
3922.93	0.2	0.22	0.91	0.365	0.491	PTBP3
563.58	0.35	0.39	0.91	0.365	0.492	IP6K2
358.36	-0.45	0.49	-0.91	0.365	0.492	GNG5
1373.03	0.38	0.42	0.91	0.365	0.492	TCEA1
544.13	0.39	0.43	0.91	0.365	0.492	TIMM17A
5544.24	-0.42	0.47	-0.9	0.368	0.495	RNU5B-1
1098.55	0.31	0.35	0.9	0.371	0.497	COPB1
685.98	0.38	0.42	0.89	0.371	0.498	ADI1
657.11	-0.37	0.42	-0.89	0.373	0.499	DNAJB9
5276.19	-0.27	0.3	-0.89	0.373	0.5	SF1
2505.2	0.44	0.49	0.89	0.374	0.5	BRWD1
1421.05	0.25	0.28	0.89	0.374	0.501	ARHGAP27
89.07	0.56	0.63	0.89	0.374	0.501	SCARNA14
3392.58	0.21	0.24	0.88	0.377	0.504	TACC1
2317.21	-0.25	0.28	-0.88	0.377	0.505	AP5B1
1711.62	0.43	0.49	0.88	0.378	0.505	HSPA1A
1803.81	-0.24	0.28	-0.88	0.378	0.505	WAS
667.52	0.32	0.37	0.87	0.382	0.51	AKR1B1
4776.21	0.22	0.25	0.87	0.382	0.51	USP34
1122.59	-0.39	0.44	-0.87	0.382	0.51	P2RY13
3076.24	0.27	0.31	0.87	0.382	0.51	PDCD4
1102.86	-0.47	0.54	-0.87	0.383	0.51	MARCH7
3509.17	0.18	0.21	0.87	0.384	0.512	MVP
1861.54	-0.29	0.33	-0.87	0.384	0.512	SERTAD2
425.16	-0.32	0.37	-0.87	0.385	0.512	ATF6B
880.84	0.27	0.32	0.87	0.386	0.513	TXNDC11
